Company,Sector,PE,3Y High,3Y Low,% Assets
1. Aditya Birla Sun Life Arbitrage Fund
GAIL,Energy,9.63,1.14,0.00,1.14
Grasim Industries,Construction,25.99,1.32,0.00,1.08
HPCL,Energy,9.39,6.01,0.00,1.05
Tata Steel,Metals,4.79,1.64,0.00,1.01
Bajaj Auto,Automobile,18.44,1.72,0.00,1.00
Tata Consultancy Services,Technology,23.92,0.93,0.00,0.87
ACC,Construction,15.79,0.87,0.00,0.87
Marico,FMCG,43.21,0.85,0.00,0.85
Sun Pharmaceutical Inds.,Healthcare,32.01,1.01,0.00,0.61
Glenmark Pharma.,Healthcare,10.56,1.41,0.44,0.44
410. HDFC Children's Gift Fund
HDFC Bank,Financial,29.02,6.73,4.79,6.45
Reliance Industries,Energy,21.30,5.34,2.77,5.34
Infosys,Technology,17.89,4.71,2.25,4.45
ICICI Bank,Financial,54.53,3.93,2.49,3.42
Larsen & Toubro,Construction,21.94,3.20,2.19,3.19
HDFC,Financial,34.47,3.58,1.11,3.13
Bajaj Finance,Financial,47.90,2.78,1.35,2.78
NIIT Technologies,Technology,22.42,2.06,0.79,1.83
Cholamandalam Invest. & Fin.,Financial,18.60,1.73,0.00,1.67
Britannia Inds.,FMCG,68.67,2.23,1.52,1.62
State Bank of India,Financial,30.54,3.41,1.56,1.56
Bharat Electronics,Engineering,14.27,1.50,0.00,1.49
Hexaware Technologies,Technology,19.03,1.55,0.63,1.45
UPL,Chemicals,40.97,1.43,0.00,1.25
Bharti Airtel,Communication,0.00,1.24,0.38,1.24
Aurobindo Pharma,Healthcare,10.97,1.85,0.00,1.19
Voltas,Cons Durable,47.68,1.57,1.03,1.17
Power Grid Corporation,Energy,6.96,1.50,0.64,1.09
Balkrishna Industries,Automobile,22.10,1.28,0.00,1.07
Finolex Industries,Chemicals,24.19,1.23,0.50,1.07
Axis Bank,Financial,45.74,1.54,0.95,0.98
AIA Engineering,Metals,29.68,1.67,0.85,0.94
SKF India,Engineering,31.89,1.14,0.70,0.94
Bank of Baroda,Financial,57.22,2.00,0.00,0.88
Supreme Industries,Chemicals,38.16,1.52,0.77,0.85
411. HDFC Children's Gift Fund - Direct Plan
HDFC Bank,Financial,29.02,6.73,4.79,6.45
Reliance Industries,Energy,21.30,5.34,2.77,5.34
Infosys,Technology,17.89,4.71,2.25,4.45
ICICI Bank,Financial,54.53,3.93,2.49,3.42
Larsen & Toubro,Construction,21.94,3.20,2.19,3.19
HDFC,Financial,34.47,3.58,1.11,3.13
Bajaj Finance,Financial,47.90,2.78,1.35,2.78
NIIT Technologies,Technology,22.42,2.06,0.79,1.83
Cholamandalam Invest. & Fin.,Financial,18.60,1.73,0.00,1.67
Britannia Inds.,FMCG,68.67,2.23,1.52,1.62
State Bank of India,Financial,30.54,3.41,1.56,1.56
Bharat Electronics,Engineering,14.27,1.50,0.00,1.49
Hexaware Technologies,Technology,19.03,1.55,0.63,1.45
UPL,Chemicals,40.97,1.43,0.00,1.25
Bharti Airtel,Communication,0.00,1.24,0.38,1.24
Aurobindo Pharma,Healthcare,10.97,1.85,0.00,1.19
Voltas,Cons Durable,47.68,1.57,1.03,1.17
Power Grid Corporation,Energy,6.96,1.50,0.64,1.09
Balkrishna Industries,Automobile,22.10,1.28,0.00,1.07
Finolex Industries,Chemicals,24.19,1.23,0.50,1.07
Axis Bank,Financial,45.74,1.54,0.95,0.98
AIA Engineering,Metals,29.68,1.67,0.85,0.94
SKF India,Engineering,31.89,1.14,0.70,0.94
Bank of Baroda,Financial,57.22,2.00,0.00,0.88
Supreme Industries,Chemicals,38.16,1.52,0.77,0.85
412. HDFC Dual Advantage Fund Series III 1224D November 2016 - Direct Plan
HDFC Bank,Financial,29.02,1.61,0.92,1.60
Reliance Industries,Energy,21.30,1.36,0.65,1.17
ICICI Bank,Financial,54.53,0.92,0.56,0.90
Infosys,Technology,17.89,0.82,0.59,0.78
ITC,FMCG,23.98,1.00,0.68,0.71
Kotak Mahindra Bank,Financial,37.73,0.63,0.33,0.63
Larsen & Toubro,Construction,21.94,0.63,0.42,0.59
Tata Consultancy Services,Technology,23.92,0.70,0.44,0.56
Axis Bank,Financial,45.74,0.45,0.29,0.38
State Bank of India,Financial,30.54,0.37,0.27,0.27
Asian Paints,Chemicals,65.76,0.26,0.15,0.26
Indusind Bank,Financial,22.01,0.34,0.21,0.22
Maruti Suzuki India,Automobile,31.85,0.45,0.19,0.22
United Spirits,FMCG,58.08,0.25,0.13,0.21
Bharti Airtel,Communication,0.00,0.25,0.13,0.20
Power Grid Corporation,Energy,6.96,0.18,0.14,0.14
Sun Pharmaceutical Inds.,Healthcare,32.01,0.28,0.14,0.14
Ultratech Cement,Construction,38.39,0.16,0.00,0.14
Tech Mahindra,Technology,16.19,0.17,0.09,0.14
Bajaj Auto,Automobile,18.44,0.16,0.11,0.13
Mahindra & Mahindra,Automobile,12.54,0.30,0.13,0.13
Wipro,Technology,14.62,0.16,0.11,0.12
BPCL,Energy,19.54,0.15,0.07,0.12
Dr. Reddy's Lab,Healthcare,21.63,0.14,0.08,0.11
Hero Motocorp,Automobile,14.46,0.18,0.10,0.11
413. HDFC Dual Advantage Fund Series III 1224D November 2016 - Regular Plan
HDFC Bank,Financial,29.02,1.61,0.92,1.60
Reliance Industries,Energy,21.30,1.36,0.65,1.17
ICICI Bank,Financial,54.53,0.92,0.56,0.90
Infosys,Technology,17.89,0.82,0.59,0.78
ITC,FMCG,23.98,1.00,0.68,0.71
Kotak Mahindra Bank,Financial,37.73,0.63,0.33,0.63
Larsen & Toubro,Construction,21.94,0.63,0.42,0.59
Tata Consultancy Services,Technology,23.92,0.70,0.44,0.56
Axis Bank,Financial,45.74,0.45,0.29,0.38
State Bank of India,Financial,30.54,0.37,0.27,0.27
Asian Paints,Chemicals,65.76,0.26,0.15,0.26
Indusind Bank,Financial,22.01,0.34,0.21,0.22
Maruti Suzuki India,Automobile,31.85,0.45,0.19,0.22
United Spirits,FMCG,58.08,0.25,0.13,0.21
Bharti Airtel,Communication,0.00,0.25,0.13,0.20
Power Grid Corporation,Energy,6.96,0.18,0.14,0.14
Sun Pharmaceutical Inds.,Healthcare,32.01,0.28,0.14,0.14
Ultratech Cement,Construction,38.39,0.16,0.00,0.14
Tech Mahindra,Technology,16.19,0.17,0.09,0.14
Bajaj Auto,Automobile,18.44,0.16,0.11,0.13
Mahindra & Mahindra,Automobile,12.54,0.30,0.13,0.13
Wipro,Technology,14.62,0.16,0.11,0.12
BPCL,Energy,19.54,0.15,0.07,0.12
Dr. Reddy's Lab,Healthcare,21.63,0.14,0.08,0.11
Hero Motocorp,Automobile,14.46,0.18,0.10,0.11
414. HDFC Dual Advantage Fund Series III 1267D October 2016 - Direct Plan
HDFC Bank,Financial,29.02,1.64,0.70,1.62
Reliance Industries,Energy,21.30,1.39,0.48,1.28
ICICI Bank,Financial,54.53,0.93,0.45,0.91
Infosys,Technology,17.89,0.82,0.55,0.78
ITC,FMCG,23.98,1.02,0.57,0.72
Kotak Mahindra Bank,Financial,37.73,0.63,0.26,0.63
Larsen & Toubro,Construction,21.94,0.64,0.33,0.60
Tata Consultancy Services,Technology,23.92,0.72,0.36,0.55
Axis Bank,Financial,45.74,0.45,0.23,0.38
Asian Paints,Chemicals,65.76,0.26,0.13,0.26
Indusind Bank,Financial,22.01,0.35,0.16,0.22
Maruti Suzuki India,Automobile,31.85,0.48,0.18,0.22
United Spirits,FMCG,58.08,0.26,0.00,0.21
State Bank of India,Financial,30.54,0.27,0.20,0.20
Bharti Airtel,Communication,0.00,0.25,0.12,0.20
Ultratech Cement,Construction,38.39,0.17,0.11,0.15
Tech Mahindra,Technology,16.19,0.18,0.07,0.14
Power Grid Corporation,Energy,6.96,0.18,0.11,0.14
Sun Pharmaceutical Inds.,Healthcare,32.01,0.30,0.14,0.14
Mahindra & Mahindra,Automobile,12.54,0.31,0.13,0.13
Bajaj Auto,Automobile,18.44,0.16,0.11,0.13
NTPC,Energy,10.17,0.16,0.10,0.11
ONGC,Energy,6.78,0.21,0.11,0.11
Hero Motocorp,Automobile,14.46,0.19,0.10,0.11
Dr. Reddy's Lab,Healthcare,21.63,0.16,0.09,0.11
415. HDFC Dual Advantage Fund Series III 1267D October 2016 - Regular Plan
HDFC Bank,Financial,29.02,1.64,0.70,1.62
Reliance Industries,Energy,21.30,1.39,0.48,1.28
ICICI Bank,Financial,54.53,0.93,0.45,0.91
Infosys,Technology,17.89,0.82,0.55,0.78
ITC,FMCG,23.98,1.02,0.57,0.72
Kotak Mahindra Bank,Financial,37.73,0.63,0.26,0.63
Larsen & Toubro,Construction,21.94,0.64,0.33,0.60
Tata Consultancy Services,Technology,23.92,0.72,0.36,0.55
Axis Bank,Financial,45.74,0.45,0.23,0.38
Asian Paints,Chemicals,65.76,0.26,0.13,0.26
Indusind Bank,Financial,22.01,0.35,0.16,0.22
Maruti Suzuki India,Automobile,31.85,0.48,0.18,0.22
United Spirits,FMCG,58.08,0.26,0.00,0.21
State Bank of India,Financial,30.54,0.27,0.20,0.20
Bharti Airtel,Communication,0.00,0.25,0.12,0.20
Ultratech Cement,Construction,38.39,0.17,0.11,0.15
Tech Mahindra,Technology,16.19,0.18,0.07,0.14
Power Grid Corporation,Energy,6.96,0.18,0.11,0.14
Sun Pharmaceutical Inds.,Healthcare,32.01,0.30,0.14,0.14
Mahindra & Mahindra,Automobile,12.54,0.31,0.13,0.13
Bajaj Auto,Automobile,18.44,0.16,0.11,0.13
NTPC,Energy,10.17,0.16,0.10,0.11
ONGC,Energy,6.78,0.21,0.11,0.11
Hero Motocorp,Automobile,14.46,0.19,0.10,0.11
Dr. Reddy's Lab,Healthcare,21.63,0.16,0.09,0.11
416. HDFC Dual Advantage Fund Series III 1304D August 2016 - Direct Plan
HDFC Bank,Financial,29.02,1.59,0.90,1.58
Reliance Industries,Energy,21.30,1.35,0.62,1.19
ICICI Bank,Financial,54.53,0.91,0.56,0.89
Infosys,Technology,17.89,0.90,0.65,0.77
ITC,FMCG,23.98,1.00,0.67,0.70
Kotak Mahindra Bank,Financial,37.73,0.61,0.31,0.61
Larsen & Toubro,Construction,21.94,0.63,0.42,0.59
Tata Consultancy Services,Technology,23.92,0.67,0.43,0.56
Axis Bank,Financial,45.74,0.44,0.28,0.37
Maruti Suzuki India,Automobile,31.85,0.47,0.24,0.29
State Bank of India,Financial,30.54,0.35,0.26,0.26
Asian Paints,Chemicals,65.76,0.26,0.15,0.26
Indusind Bank,Financial,22.01,0.34,0.20,0.22
United Spirits,FMCG,58.08,0.24,0.00,0.20
Bharti Airtel,Communication,0.00,0.25,0.13,0.20
Mahindra & Mahindra,Automobile,12.54,0.30,0.16,0.16
Power Grid Corporation,Energy,6.96,0.18,0.13,0.14
Ultratech Cement,Construction,38.39,0.16,0.12,0.14
Tech Mahindra,Technology,16.19,0.17,0.09,0.14
Bajaj Auto,Automobile,18.44,0.16,0.11,0.13
Sun Pharmaceutical Inds.,Healthcare,32.01,0.30,0.13,0.13
ONGC,Energy,6.78,0.20,0.10,0.11
NTPC,Energy,10.17,0.16,0.11,0.11
Wipro,Technology,14.62,0.15,0.11,0.11
Hero Motocorp,Automobile,14.46,0.18,0.10,0.11
417. HDFC Dual Advantage Fund Series III 1304D August 2016 - Regular Plan
HDFC Bank,Financial,29.02,1.59,0.90,1.58
Reliance Industries,Energy,21.30,1.35,0.62,1.19
ICICI Bank,Financial,54.53,0.91,0.56,0.89
Infosys,Technology,17.89,0.90,0.65,0.77
ITC,FMCG,23.98,1.00,0.67,0.70
Kotak Mahindra Bank,Financial,37.73,0.61,0.31,0.61
Larsen & Toubro,Construction,21.94,0.63,0.42,0.59
Tata Consultancy Services,Technology,23.92,0.67,0.43,0.56
Axis Bank,Financial,45.74,0.44,0.28,0.37
Maruti Suzuki India,Automobile,31.85,0.47,0.24,0.29
State Bank of India,Financial,30.54,0.35,0.26,0.26
Asian Paints,Chemicals,65.76,0.26,0.15,0.26
Indusind Bank,Financial,22.01,0.34,0.20,0.22
United Spirits,FMCG,58.08,0.24,0.00,0.20
Bharti Airtel,Communication,0.00,0.25,0.13,0.20
Mahindra & Mahindra,Automobile,12.54,0.30,0.16,0.16
Power Grid Corporation,Energy,6.96,0.18,0.13,0.14
Ultratech Cement,Construction,38.39,0.16,0.12,0.14
Tech Mahindra,Technology,16.19,0.17,0.09,0.14
Bajaj Auto,Automobile,18.44,0.16,0.11,0.13
Sun Pharmaceutical Inds.,Healthcare,32.01,0.30,0.13,0.13
ONGC,Energy,6.78,0.20,0.10,0.11
NTPC,Energy,10.17,0.16,0.11,0.11
Wipro,Technology,14.62,0.15,0.11,0.11
Hero Motocorp,Automobile,14.46,0.18,0.10,0.11
418. HDFC Dynamic PE Ratio Fund of Funds - Direct Plan
HDFC Top 100 Direct-G,-,-,-,-,30.49
HDFC Banking and PSU Debt Direct-G,-,-,-,-,15.34
HDFC Short Term Debt Direct-G,-,-,-,-,13.62
HDFC Mid-Cap Opportunities Fund - Direct Plan,-,-,-,-,12.37
HDFC Dynamic Debt Direct-G,-,-,-,-,10.14
HDFC Small Cap Direct-G,-,-,-,-,9.48
HDFC Corporate Bond Direct-G,-,-,-,-,4.67
HDFC Medium Term Debt Direct-G,-,-,-,-,3.10
419. HDFC Dynamic PE Ratio Fund of Funds - Regular Plan
HDFC Top 100 Direct-G,-,-,-,-,30.49
HDFC Banking and PSU Debt Direct-G,-,-,-,-,15.34
HDFC Short Term Debt Direct-G,-,-,-,-,13.62
HDFC Mid-Cap Opportunities Fund - Direct Plan,-,-,-,-,12.37
HDFC Dynamic Debt Direct-G,-,-,-,-,10.14
HDFC Small Cap Direct-G,-,-,-,-,9.48
HDFC Corporate Bond Direct-G,-,-,-,-,4.67
HDFC Medium Term Debt Direct-G,-,-,-,-,3.10
420. HDFC Equity Fund
ICICI Bank,Financial,54.53,10.76,8.46,9.88
Larsen & Toubro,Construction,21.94,9.80,6.91,9.36
Infosys,Technology,17.89,10.05,5.70,8.35
State Bank of India,Financial,30.54,10.01,8.24,8.31
Reliance Industries,Energy,21.30,6.58,1.94,6.01
HDFC Bank,Financial,29.02,5.99,4.23,5.12
ITC,FMCG,23.98,4.15,0.00,4.13
NTPC,Energy,10.17,4.61,0.00,4.02
BPCL,Energy,19.54,3.99,0.00,3.99
Tata Consultancy Services,Technology,23.92,3.68,1.32,3.28
Axis Bank,Financial,45.74,3.00,0.00,3.00
Coal India,Energy,7.07,2.90,0.00,2.90
Power Grid Corporation,Energy,6.96,3.02,1.30,2.70
Power Finance Corp.,Financial,3.92,3.01,0.00,2.37
REC,Financial,4.63,2.63,0.92,2.16
Tata Steel,Metals,4.79,4.43,1.53,2.11
CESC,Energy,10.88,3.10,1.83,1.94
Bank of Baroda,Financial,57.22,3.07,1.90,1.90
Aurobindo Pharma,Healthcare,10.97,3.67,1.40,1.67
Kalpataru Power Trans,Construction,17.01,1.65,1.07,1.51
HDFC,Financial,34.47,1.99,1.41,1.43
Vedanta,Metals,8.00,1.87,0.00,1.22
GAIL,Energy,9.63,2.91,0.03,1.20
Siemens,Engineering,58.60,1.81,0.82,1.18
Avenue Supermarts,Services,105.93,2.18,0.00,1.18
421. HDFC Equity Fund - Direct Plan
ICICI Bank,Financial,54.53,10.76,8.46,9.88
Larsen & Toubro,Construction,21.94,9.80,6.91,9.36
Infosys,Technology,17.89,10.05,5.70,8.35
State Bank of India,Financial,30.54,10.01,8.24,8.31
Reliance Industries,Energy,21.30,6.58,1.94,6.01
HDFC Bank,Financial,29.02,5.99,4.23,5.12
ITC,FMCG,23.98,4.15,0.00,4.13
NTPC,Energy,10.17,4.61,0.00,4.02
BPCL,Energy,19.54,3.99,0.00,3.99
Tata Consultancy Services,Technology,23.92,3.68,1.32,3.28
Axis Bank,Financial,45.74,3.00,0.00,3.00
Coal India,Energy,7.07,2.90,0.00,2.90
Power Grid Corporation,Energy,6.96,3.02,1.30,2.70
Power Finance Corp.,Financial,3.92,3.01,0.00,2.37
REC,Financial,4.63,2.63,0.92,2.16
Tata Steel,Metals,4.79,4.43,1.53,2.11
CESC,Energy,10.88,3.10,1.83,1.94
Bank of Baroda,Financial,57.22,3.07,1.90,1.90
Aurobindo Pharma,Healthcare,10.97,3.67,1.40,1.67
Kalpataru Power Trans,Construction,17.01,1.65,1.07,1.51
HDFC,Financial,34.47,1.99,1.41,1.43
Vedanta,Metals,8.00,1.87,0.00,1.22
GAIL,Energy,9.63,2.91,0.03,1.20
Siemens,Engineering,58.60,1.81,0.82,1.18
Avenue Supermarts,Services,105.93,2.18,0.00,1.18
422. HDFC Equity Opportunities Fund II 1100D June 2017 (1) - Direct Plan
ICICI Bank,Financial,54.53,9.35,4.12,9.24
HDFC Bank,Financial,29.02,7.79,4.56,7.42
ITC,FMCG,23.98,7.68,4.13,7.14
Infosys,Technology,17.89,7.87,1.47,6.78
Reliance Industries,Energy,21.30,6.56,0.00,6.41
HDFC,Financial,34.47,6.23,2.59,5.43
Axis Bank,Financial,45.74,5.43,0.00,5.36
Larsen & Toubro,Construction,21.94,6.93,0.00,4.98
State Bank of India,Financial,30.54,7.49,0.00,4.84
BPCL,Energy,19.54,4.68,0.00,4.68
NTPC,Energy,10.17,5.09,0.73,4.39
Ambuja Cements,Construction,15.76,3.66,2.08,3.16
Bharti Airtel,Communication,0.00,2.85,0.00,2.57
GAIL,Energy,9.63,3.49,0.00,2.41
Vedanta,Metals,8.00,3.26,0.00,2.33
Kotak Mahindra Bank,Financial,37.73,2.26,0.00,2.26
Texmaco Rail & Engineering,Engineering,15.83,3.86,0.00,2.16
Coal India,Energy,7.07,2.20,0.00,2.08
Power Finance Corp.,Financial,3.92,2.38,1.35,1.71
Mahindra & Mahindra,Automobile,12.54,2.12,0.00,1.69
Gujarat Pipavav Port,Services,17.90,2.91,0.00,1.64
Cipla,Healthcare,23.67,3.26,0.00,1.55
Grasim Industries,Construction,25.99,1.56,0.00,1.53
Orient Cement,Construction,17.20,2.64,0.12,1.41
Aurobindo Pharma,Healthcare,10.97,1.74,0.00,1.21
423. HDFC Equity Opportunities Fund II 1100D June 2017 (1) - Regular Plan
ICICI Bank,Financial,54.53,9.35,4.12,9.24
HDFC Bank,Financial,29.02,7.79,4.56,7.42
ITC,FMCG,23.98,7.68,4.13,7.14
Infosys,Technology,17.89,7.87,1.47,6.78
Reliance Industries,Energy,21.30,6.56,0.00,6.41
HDFC,Financial,34.47,6.23,2.59,5.43
Axis Bank,Financial,45.74,5.43,0.00,5.36
Larsen & Toubro,Construction,21.94,6.93,0.00,4.98
State Bank of India,Financial,30.54,7.49,0.00,4.84
BPCL,Energy,19.54,4.68,0.00,4.68
NTPC,Energy,10.17,5.09,0.73,4.39
Ambuja Cements,Construction,15.76,3.66,2.08,3.16
Bharti Airtel,Communication,0.00,2.85,0.00,2.57
GAIL,Energy,9.63,3.49,0.00,2.41
Vedanta,Metals,8.00,3.26,0.00,2.33
Kotak Mahindra Bank,Financial,37.73,2.26,0.00,2.26
Texmaco Rail & Engineering,Engineering,15.83,3.86,0.00,2.16
Coal India,Energy,7.07,2.20,0.00,2.08
Power Finance Corp.,Financial,3.92,2.38,1.35,1.71
Mahindra & Mahindra,Automobile,12.54,2.12,0.00,1.69
Gujarat Pipavav Port,Services,17.90,2.91,0.00,1.64
Cipla,Healthcare,23.67,3.26,0.00,1.55
Grasim Industries,Construction,25.99,1.56,0.00,1.53
Orient Cement,Construction,17.20,2.64,0.12,1.41
Aurobindo Pharma,Healthcare,10.97,1.74,0.00,1.21
424. HDFC Equity Opportunities Fund II 1126D May 2017 (1) - Direct Plan
ICICI Bank,Financial,54.53,8.79,4.40,8.79
Infosys,Technology,17.89,8.38,5.00,6.63
Axis Bank,Financial,45.74,6.72,2.20,6.61
HDFC Bank,Financial,29.02,9.56,1.68,6.54
ITC,FMCG,23.98,7.69,5.89,5.94
Reliance Industries,Energy,21.30,5.63,1.71,5.63
Larsen & Toubro,Construction,21.94,8.23,4.71,5.39
State Bank of India,Financial,30.54,6.77,4.53,5.37
HDFC,Financial,34.47,5.71,0.00,4.97
NTPC,Energy,10.17,5.78,2.17,4.31
BPCL,Energy,19.54,4.01,0.00,4.01
Ambuja Cements,Construction,15.76,3.79,0.00,3.37
GAIL,Energy,9.63,4.72,2.79,2.86
Vedanta,Metals,8.00,4.21,2.32,2.79
Grasim Industries,Construction,25.99,2.65,0.00,2.65
Power Finance Corp.,Financial,3.92,3.22,1.86,2.52
Gujarat Pipavav Port,Services,17.90,3.13,0.00,2.34
Coal India,Energy,7.07,2.24,0.00,2.15
Aurobindo Pharma,Healthcare,10.97,2.63,1.22,1.88
Dilip Buildcon,Construction,8.78,4.93,1.47,1.86
Cipla,Healthcare,23.67,3.10,1.53,1.68
Orient Cement,Construction,17.20,2.98,0.00,1.62
Kotak Mahindra Bank,Financial,37.73,1.42,0.00,1.42
Bank of Baroda,Financial,57.22,2.09,1.28,1.28
Zee Entertainment,Services,13.11,1.77,0.00,0.97
425. HDFC Equity Opportunities Fund II 1126D May 2017 (1) - Regular Plan
ICICI Bank,Financial,54.53,8.79,4.40,8.79
Infosys,Technology,17.89,8.38,5.00,6.63
Axis Bank,Financial,45.74,6.72,2.20,6.61
HDFC Bank,Financial,29.02,9.56,1.68,6.54
ITC,FMCG,23.98,7.69,5.89,5.94
Reliance Industries,Energy,21.30,5.63,1.71,5.63
Larsen & Toubro,Construction,21.94,8.23,4.71,5.39
State Bank of India,Financial,30.54,6.77,4.53,5.37
HDFC,Financial,34.47,5.71,0.00,4.97
NTPC,Energy,10.17,5.78,2.17,4.31
BPCL,Energy,19.54,4.01,0.00,4.01
Ambuja Cements,Construction,15.76,3.79,0.00,3.37
GAIL,Energy,9.63,4.72,2.79,2.86
Vedanta,Metals,8.00,4.21,2.32,2.79
Grasim Industries,Construction,25.99,2.65,0.00,2.65
Power Finance Corp.,Financial,3.92,3.22,1.86,2.52
Gujarat Pipavav Port,Services,17.90,3.13,0.00,2.34
Coal India,Energy,7.07,2.24,0.00,2.15
Aurobindo Pharma,Healthcare,10.97,2.63,1.22,1.88
Dilip Buildcon,Construction,8.78,4.93,1.47,1.86
Cipla,Healthcare,23.67,3.10,1.53,1.68
Orient Cement,Construction,17.20,2.98,0.00,1.62
Kotak Mahindra Bank,Financial,37.73,1.42,0.00,1.42
Bank of Baroda,Financial,57.22,2.09,1.28,1.28
Zee Entertainment,Services,13.11,1.77,0.00,0.97
426. HDFC Equity Savings Fund
Reliance Industries,Energy,21.30,6.08,1.90,6.08
HDFC,Financial,34.47,6.51,0.67,6.05
ICICI Bank,Financial,54.53,5.88,0.95,5.42
Infosys,Technology,17.89,4.46,0.00,4.46
NTPC,Energy,10.17,4.15,0.00,3.85
Larsen & Toubro,Construction,21.94,3.54,0.90,3.54
HDFC Bank,Financial,29.02,3.53,0.00,3.53
State Bank of India,Financial,30.54,4.75,1.26,3.01
Tata Steel,Metals,4.79,2.67,0.60,1.81
Vedanta,Metals,8.00,1.79,0.00,1.55
ITC,FMCG,23.98,2.21,0.57,1.36
GAIL,Energy,9.63,2.07,0.46,1.35
Aurobindo Pharma,Healthcare,10.97,1.81,0.00,1.32
Dr. Reddy's Lab,Healthcare,21.63,1.30,0.00,1.30
Sun Pharmaceutical Inds.,Healthcare,32.01,5.39,0.94,1.30
Bajaj Finance,Financial,47.90,1.27,0.00,1.27
Axis Bank,Financial,45.74,3.22,0.24,1.08
Mahindra & Mahindra,Automobile,12.54,1.19,0.00,0.95
Shriram Transport Finance,Financial,9.49,1.71,0.10,0.88
Titan Company,Cons Durable,84.02,0.80,0.00,0.80
BPCL,Energy,19.54,1.25,0.00,0.73
Tata Consultancy Services,Technology,23.92,3.05,0.00,0.69
JSW Steel,Metals,8.45,1.71,0.00,0.69
DLF,Construction,27.81,1.44,0.42,0.68
Power Grid Corporation,Energy,6.96,0.91,0.00,0.67
427. HDFC Equity Savings Fund - Direct Plan
Reliance Industries,Energy,21.30,6.08,1.90,6.08
HDFC,Financial,34.47,6.51,0.67,6.05
ICICI Bank,Financial,54.53,5.88,0.95,5.42
Infosys,Technology,17.89,4.46,0.00,4.46
NTPC,Energy,10.17,4.15,0.00,3.85
Larsen & Toubro,Construction,21.94,3.54,0.90,3.54
HDFC Bank,Financial,29.02,3.53,0.00,3.53
State Bank of India,Financial,30.54,4.75,1.26,3.01
Tata Steel,Metals,4.79,2.67,0.60,1.81
Vedanta,Metals,8.00,1.79,0.00,1.55
ITC,FMCG,23.98,2.21,0.57,1.36
GAIL,Energy,9.63,2.07,0.46,1.35
Aurobindo Pharma,Healthcare,10.97,1.81,0.00,1.32
Dr. Reddy's Lab,Healthcare,21.63,1.30,0.00,1.30
Sun Pharmaceutical Inds.,Healthcare,32.01,5.39,0.94,1.30
Bajaj Finance,Financial,47.90,1.27,0.00,1.27
Axis Bank,Financial,45.74,3.22,0.24,1.08
Mahindra & Mahindra,Automobile,12.54,1.19,0.00,0.95
Shriram Transport Finance,Financial,9.49,1.71,0.10,0.88
Titan Company,Cons Durable,84.02,0.80,0.00,0.80
BPCL,Energy,19.54,1.25,0.00,0.73
Tata Consultancy Services,Technology,23.92,3.05,0.00,0.69
JSW Steel,Metals,8.45,1.71,0.00,0.69
DLF,Construction,27.81,1.44,0.42,0.68
Power Grid Corporation,Energy,6.96,0.91,0.00,0.67
428. HDFC Focused 30 Fund
ICICI Bank,Financial,54.53,8.63,5.06,8.33
Larsen & Toubro,Construction,21.94,7.80,0.00,7.62
HDFC Bank,Financial,29.02,10.35,0.00,6.97
Infosys,Technology,17.89,9.65,3.40,6.63
BPCL,Energy,19.54,7.18,0.37,6.61
State Bank of India,Financial,30.54,8.61,4.18,6.37
NTPC,Energy,10.17,7.64,0.00,6.16
ITC,FMCG,23.98,6.10,0.00,4.91
Reliance Industries,Energy,21.30,4.05,0.00,4.05
HPCL,Energy,9.39,4.09,0.00,3.67
Power Grid Corporation,Energy,6.96,3.62,0.00,3.23
Kalpataru Power Trans,Construction,17.01,3.40,1.74,3.19
Vedanta,Metals,8.00,4.87,0.00,3.03
Bharat Electronics,Engineering,14.27,6.40,2.32,2.94
Garden Reach Shipbuilders & Engineers,Construction,17.61,2.55,0.00,2.55
GAIL,Energy,9.63,3.34,0.00,2.18
CESC,Energy,10.88,5.41,2.04,2.12
Axis Bank,Financial,45.74,2.55,0.00,2.08
Coal India,Energy,7.07,2.16,0.00,2.00
Gujarat Pipavav Port,Services,17.90,2.59,0.00,1.96
KEC International,Engineering,14.04,4.93,1.89,1.94
PNC Infratech,Services,13.70,2.81,1.26,1.83
Tata Steel,Metals,4.79,5.64,0.00,1.82
Titagarh Wagons,FMCG,0.00,5.04,1.33,1.80
Elecon Engineering,Engineering,15.46,4.02,1.54,1.61
429. HDFC Focused 30 Fund - Direct Plan
ICICI Bank,Financial,54.53,8.63,5.06,8.33
Larsen & Toubro,Construction,21.94,7.80,0.00,7.62
HDFC Bank,Financial,29.02,10.35,0.00,6.97
Infosys,Technology,17.89,9.65,3.40,6.63
BPCL,Energy,19.54,7.18,0.37,6.61
State Bank of India,Financial,30.54,8.61,4.18,6.37
NTPC,Energy,10.17,7.64,0.00,6.16
ITC,FMCG,23.98,6.10,0.00,4.91
Reliance Industries,Energy,21.30,4.05,0.00,4.05
HPCL,Energy,9.39,4.09,0.00,3.67
Power Grid Corporation,Energy,6.96,3.62,0.00,3.23
Kalpataru Power Trans,Construction,17.01,3.40,1.74,3.19
Vedanta,Metals,8.00,4.87,0.00,3.03
Bharat Electronics,Engineering,14.27,6.40,2.32,2.94
Garden Reach Shipbuilders & Engineers,Construction,17.61,2.55,0.00,2.55
GAIL,Energy,9.63,3.34,0.00,2.18
CESC,Energy,10.88,5.41,2.04,2.12
Axis Bank,Financial,45.74,2.55,0.00,2.08
