Company,Sector,PE,3Y High,3Y Low,% Assets
1. HDFC Small Cap Fund - Direct Plan
Zydus Wellness,FMCG,44.19,1.01,0.00,1.01
Bajaj Finserv,Financial,34.74,2.10,0.00,0.99
Phoenix Mills,Construction,23.03,0.82,0.00,0.82
Aarti Industries,Chemicals,28.57,0.80,0.00,0.80
Sanofi India,Healthcare,36.30,0.82,0.00,0.78
Petronet LNG,Energy,19.10,1.36,0.00,0.74
BPCL,Energy,19.39,2.09,0.00,0.72
Coromandel International,Chemicals,15.84,0.86,0.00,0.70
466. Mahindra Dhan Sanchay Equity Savings Yojana - Regular Plan
Reliance Industries,Energy,21.20,7.57,0.00,7.57
HDFC,Financial,34.48,6.46,0.00,6.46
HDFC Bank,Financial,29.06,5.74,0.00,5.74
ICICI Bank,Financial,54.91,6.61,0.00,4.07
Larsen & Toubro,Construction,21.90,3.12,0.00,3.12
Infosys,Technology,17.88,3.64,0.00,2.84
Tata Consultancy Services,Technology,23.99,2.91,0.00,2.68
ITC,FMCG,24.04,4.27,0.00,2.62
Axis Bank,Financial,45.64,2.35,0.00,2.23
Kotak Mahindra Bank,Financial,37.66,2.12,0.00,2.12
Tata Steel,Metals,4.78,2.38,0.00,1.54
Punjab National Bank,Financial,0.00,1.96,0.00,1.51
State Bank of India,Financial,30.54,2.71,0.00,1.50
Maruti Suzuki India,Automobile,32.03,3.09,0.00,1.31
Bank of Baroda,Financial,57.41,1.43,0.00,1.26
NTPC,Energy,10.16,2.22,0.00,1.07
Hindustan Unilever,FMCG,69.38,2.70,0.00,1.01
Zydus Wellness,FMCG,44.19,1.01,0.00,1.01
Bajaj Finserv,Financial,34.74,2.10,0.00,0.99
Phoenix Mills,Construction,23.03,0.82,0.00,0.82
Aarti Industries,Chemicals,28.57,0.80,0.00,0.80
Sanofi India,Healthcare,36.30,0.82,0.00,0.78
Petronet LNG,Energy,19.10,1.36,0.00,0.74
BPCL,Energy,19.39,2.09,0.00,0.72
Coromandel International,Chemicals,15.84,0.86,0.00,0.70
467. Mahindra Hybrid Equity Nivesh Yojana - Direct Plan
Axis Bank,Financial,45.64,3.78,1.45,3.78
HDFC,Financial,34.48,3.66,1.15,3.66
Tata Consultancy Services,Technology,23.99,3.01,1.25,3.01
HDFC Bank,Financial,29.06,2.41,1.21,2.41
Larsen & Toubro,Construction,21.90,2.37,1.01,2.37
Maruti Suzuki India,Automobile,32.03,2.12,0.77,2.12
United Breweries,FMCG,69.79,1.90,0.00,1.90
Siemens,Engineering,58.06,1.84,0.58,1.84
Page Industries,Textiles,65.74,1.79,0.77,1.79
P&G Hygiene & Health Care,FMCG,91.78,1.60,0.00,1.60
Kansai Nerolac Paints,Chemicals,60.76,1.57,0.60,1.57
Bajaj Finance,Financial,48.01,1.57,0.86,1.57
Dr. Lal Pathlabs,Healthcare,58.24,1.53,0.53,1.53
Havells India,Engineering,55.54,1.51,0.62,1.51
AIA Engineering,Metals,30.21,1.49,0.00,1.49
Gujarat State Petronet,Energy,13.64,1.42,0.69,1.42
Whirlpool,Cons Durable,63.64,1.38,0.62,1.38
Divi's Laboratories,Healthcare,34.37,1.38,0.00,1.38
Eicher Motors,Automobile,26.93,1.33,0.00,1.33
Atul,Chemicals,26.59,1.32,0.00,1.32
NIIT Technologies,Technology,22.36,1.39,1.19,1.32
PVR,Services,52.58,1.29,0.90,1.29
Timken India,Engineering,35.11,1.27,0.49,1.27
Kei Industries,Engineering,21.85,1.27,0.79,1.27
Ipca Laboratories,Healthcare,23.02,1.35,0.38,1.15
468. Mahindra Hybrid Equity Nivesh Yojana - Regular Plan
Axis Bank,Financial,45.64,3.78,1.45,3.78
HDFC,Financial,34.48,3.66,1.15,3.66
Tata Consultancy Services,Technology,23.99,3.01,1.25,3.01
HDFC Bank,Financial,29.06,2.41,1.21,2.41
Larsen & Toubro,Construction,21.90,2.37,1.01,2.37
Maruti Suzuki India,Automobile,32.03,2.12,0.77,2.12
United Breweries,FMCG,69.79,1.90,0.00,1.90
Siemens,Engineering,58.06,1.84,0.58,1.84
Page Industries,Textiles,65.74,1.79,0.77,1.79
P&G Hygiene & Health Care,FMCG,91.78,1.60,0.00,1.60
Kansai Nerolac Paints,Chemicals,60.76,1.57,0.60,1.57
Bajaj Finance,Financial,48.01,1.57,0.86,1.57
Dr. Lal Pathlabs,Healthcare,58.24,1.53,0.53,1.53
Havells India,Engineering,55.54,1.51,0.62,1.51
AIA Engineering,Metals,30.21,1.49,0.00,1.49
Gujarat State Petronet,Energy,13.64,1.42,0.69,1.42
Whirlpool,Cons Durable,63.64,1.38,0.62,1.38
Divi's Laboratories,Healthcare,34.37,1.38,0.00,1.38
Eicher Motors,Automobile,26.93,1.33,0.00,1.33
Atul,Chemicals,26.59,1.32,0.00,1.32
NIIT Technologies,Technology,22.36,1.39,1.19,1.32
PVR,Services,52.58,1.29,0.90,1.29
Timken India,Engineering,35.11,1.27,0.49,1.27
Kei Industries,Engineering,21.85,1.27,0.79,1.27
Ipca Laboratories,Healthcare,23.02,1.35,0.38,1.15
469. Mahindra Mutual Fund Badhat Yojana - Direct Plan
HDFC Bank,Financial,29.06,9.05,4.98,8.18
ICICI Bank,Financial,54.91,6.86,0.00,6.86
HDFC,Financial,34.48,6.55,0.00,4.61
Axis Bank,Financial,45.64,4.53,0.00,4.00
Larsen & Toubro,Construction,21.90,4.32,0.00,3.99
Reliance Industries,Energy,21.20,5.33,0.00,3.83
Tata Consultancy Services,Technology,23.99,3.47,0.00,3.47
Infosys,Technology,17.88,5.68,0.00,3.37
ITC,FMCG,24.04,5.56,0.00,3.05
Kotak Mahindra Bank,Financial,37.66,2.87,0.00,2.87
State Bank of India,Financial,30.54,5.52,0.00,2.67
Maruti Suzuki India,Automobile,32.03,2.12,0.00,1.91
Whirlpool,Cons Durable,63.64,1.79,0.00,1.79
NTPC,Energy,10.16,1.77,0.00,1.71
P&G Hygiene & Health Care,FMCG,91.78,2.05,0.00,1.56
Bajaj Finance,Financial,48.01,1.56,0.00,1.56
AIA Engineering,Metals,30.21,1.54,0.00,1.54
Colgate-Palmolive,FMCG,56.99,1.63,0.00,1.51
Abbott India,Healthcare,47.65,1.85,0.00,1.51
PVR,Services,52.58,1.53,0.00,1.50
HDFC Life Insurance,Financial,95.02,1.62,0.00,1.46
GSK Consumer Healthcare,FMCG,36.79,3.25,0.00,1.44
Kansai Nerolac Paints,Chemicals,60.76,1.42,0.00,1.42
City Union Bank,Financial,21.80,1.43,0.00,1.40
Divi's Laboratories,Healthcare,34.37,1.42,0.00,1.37
470. Mahindra Mutual Fund Badhat Yojana - Regular Plan
HDFC Bank,Financial,29.06,9.05,4.98,8.18
ICICI Bank,Financial,54.91,6.86,0.00,6.86
HDFC,Financial,34.48,6.55,0.00,4.61
Axis Bank,Financial,45.64,4.53,0.00,4.00
Larsen & Toubro,Construction,21.90,4.32,0.00,3.99
Reliance Industries,Energy,21.20,5.33,0.00,3.83
Tata Consultancy Services,Technology,23.99,3.47,0.00,3.47
Infosys,Technology,17.88,5.68,0.00,3.37
ITC,FMCG,24.04,5.56,0.00,3.05
Kotak Mahindra Bank,Financial,37.66,2.87,0.00,2.87
State Bank of India,Financial,30.54,5.52,0.00,2.67
Maruti Suzuki India,Automobile,32.03,2.12,0.00,1.91
Whirlpool,Cons Durable,63.64,1.79,0.00,1.79
NTPC,Energy,10.16,1.77,0.00,1.71
P&G Hygiene & Health Care,FMCG,91.78,2.05,0.00,1.56
Bajaj Finance,Financial,48.01,1.56,0.00,1.56
AIA Engineering,Metals,30.21,1.54,0.00,1.54
Colgate-Palmolive,FMCG,56.99,1.63,0.00,1.51
Abbott India,Healthcare,47.65,1.85,0.00,1.51
PVR,Services,52.58,1.53,0.00,1.50
HDFC Life Insurance,Financial,95.02,1.62,0.00,1.46
GSK Consumer Healthcare,FMCG,36.79,3.25,0.00,1.44
Kansai Nerolac Paints,Chemicals,60.76,1.42,0.00,1.42
City Union Bank,Financial,21.80,1.43,0.00,1.40
Divi's Laboratories,Healthcare,34.37,1.42,0.00,1.37
471. Mahindra Mutual Fund Kar Bachat Yojana - Direct Plan
HDFC Bank,Financial,29.06,9.70,0.00,6.97
Bajaj Finance,Financial,48.01,5.74,0.00,5.74
ICICI Bank,Financial,54.91,8.48,0.00,4.00
Reliance Industries,Energy,21.20,5.19,0.00,3.78
ITC,FMCG,24.04,6.04,0.00,3.69
Kotak Mahindra Bank,Financial,37.66,3.52,0.00,3.50
Honeywell Automation,Engineering,66.25,3.26,0.00,3.26
HDFC,Financial,34.48,3.94,0.00,3.09
Siemens,Engineering,58.06,3.01,0.00,3.01
Larsen & Toubro,Construction,21.90,3.76,0.00,2.93
Marico,FMCG,43.27,3.12,0.00,2.80
ACC,Construction,15.67,3.00,0.00,2.74
Grindwell Norton,Metals,40.55,2.70,0.00,2.63
Nestle India,FMCG,85.62,2.58,0.00,2.56
State Bank of India,Financial,30.54,5.82,0.00,2.31
SKF India,Engineering,31.68,2.52,0.00,2.29
GAIL,Energy,9.58,2.91,0.00,2.29
Oracle Fin Ser Software,Technology,19.26,3.13,0.00,2.25
ABB,Engineering,83.05,2.33,0.00,2.15
Bajaj Auto,Automobile,18.48,2.98,0.00,2.09
P&G Hygiene & Health Care,FMCG,91.78,2.10,0.00,2.07
GSK Consumer Healthcare,FMCG,36.79,2.12,0.00,2.06
Colgate-Palmolive,FMCG,56.99,2.39,0.00,1.92
Pfizer,Healthcare,33.44,2.11,0.00,1.90
Ultratech Cement,Construction,38.23,1.85,0.00,1.85
472. Mahindra Mutual Fund Kar Bachat Yojana - Regular Plan
HDFC Bank,Financial,29.06,9.70,0.00,6.97
Bajaj Finance,Financial,48.01,5.74,0.00,5.74
ICICI Bank,Financial,54.91,8.48,0.00,4.00
Reliance Industries,Energy,21.20,5.19,0.00,3.78
ITC,FMCG,24.04,6.04,0.00,3.69
Kotak Mahindra Bank,Financial,37.66,3.52,0.00,3.50
Honeywell Automation,Engineering,66.25,3.26,0.00,3.26
HDFC,Financial,34.48,3.94,0.00,3.09
Siemens,Engineering,58.06,3.01,0.00,3.01
Larsen & Toubro,Construction,21.90,3.76,0.00,2.93
Marico,FMCG,43.27,3.12,0.00,2.80
ACC,Construction,15.67,3.00,0.00,2.74
Grindwell Norton,Metals,40.55,2.70,0.00,2.63
Nestle India,FMCG,85.62,2.58,0.00,2.56
State Bank of India,Financial,30.54,5.82,0.00,2.31
SKF India,Engineering,31.68,2.52,0.00,2.29
GAIL,Energy,9.58,2.91,0.00,2.29
Oracle Fin Ser Software,Technology,19.26,3.13,0.00,2.25
ABB,Engineering,83.05,2.33,0.00,2.15
Bajaj Auto,Automobile,18.48,2.98,0.00,2.09
P&G Hygiene & Health Care,FMCG,91.78,2.10,0.00,2.07
GSK Consumer Healthcare,FMCG,36.79,2.12,0.00,2.06
Colgate-Palmolive,FMCG,56.99,2.39,0.00,1.92
Pfizer,Healthcare,33.44,2.11,0.00,1.90
Ultratech Cement,Construction,38.23,1.85,0.00,1.85
473. Mahindra Pragati Bluechip Yojana - Direct Plan
GSK Consumer Healthcare,FMCG,36.79,5.08,3.61,4.92
Siemens,Engineering,58.06,4.55,2.81,4.55
SBI Life Insurance Company,Financial,81.79,4.74,3.88,4.39
Kotak Mahindra Bank,Financial,37.66,4.57,2.66,4.36
Bajaj Finance,Financial,48.01,4.20,0.00,4.20
Bajaj Holdings & Inv,Financial,13.59,4.44,0.00,4.14
Godrej Consumer Products,FMCG,30.44,3.96,0.00,3.96
Thermax,Engineering,39.76,4.31,0.00,3.90
ITC,FMCG,24.04,4.45,3.08,3.90
Petronet LNG,Energy,19.10,4.35,0.00,3.90
Container Corp.,Services,31.21,3.84,0.00,3.84
Reliance Industries,Energy,21.20,4.11,3.40,3.84
Ultratech Cement,Construction,38.23,4.43,2.66,3.75
HDFC Bank,Financial,29.06,4.33,3.08,3.68
Tata Consultancy Services,Technology,23.99,4.33,3.63,3.63
Larsen & Toubro,Construction,21.90,4.50,2.53,3.57
Pfizer,Healthcare,33.44,4.02,0.00,3.56
Dr. Reddy's Lab,Healthcare,21.56,3.70,0.00,3.43
HDFC,Financial,34.48,4.50,3.42,3.42
Ambuja Cements,Construction,15.74,3.90,2.35,3.41
Bajaj Auto,Automobile,18.48,4.40,2.90,3.39
ICICI Bank,Financial,54.91,3.34,0.00,3.25
Indusind Bank,Financial,22.11,3.91,2.37,3.19
Ashok Leyland,Automobile,12.82,3.85,0.00,3.17
United Breweries,FMCG,69.79,4.19,1.62,3.11
474. Mahindra Pragati Bluechip Yojana - Regular Plan
GSK Consumer Healthcare,FMCG,36.79,5.08,3.61,4.92
Siemens,Engineering,58.06,4.55,2.81,4.55
SBI Life Insurance Company,Financial,81.79,4.74,3.88,4.39
Kotak Mahindra Bank,Financial,37.66,4.57,2.66,4.36
Bajaj Finance,Financial,48.01,4.20,0.00,4.20
Bajaj Holdings & Inv,Financial,13.59,4.44,0.00,4.14
Godrej Consumer Products,FMCG,30.44,3.96,0.00,3.96
Thermax,Engineering,39.76,4.31,0.00,3.90
ITC,FMCG,24.04,4.45,3.08,3.90
Petronet LNG,Energy,19.10,4.35,0.00,3.90
Container Corp.,Services,31.21,3.84,0.00,3.84
Reliance Industries,Energy,21.20,4.11,3.40,3.84
Ultratech Cement,Construction,38.23,4.43,2.66,3.75
HDFC Bank,Financial,29.06,4.33,3.08,3.68
Tata Consultancy Services,Technology,23.99,4.33,3.63,3.63
Larsen & Toubro,Construction,21.90,4.50,2.53,3.57
Pfizer,Healthcare,33.44,4.02,0.00,3.56
Dr. Reddy's Lab,Healthcare,21.56,3.70,0.00,3.43
HDFC,Financial,34.48,4.50,3.42,3.42
Ambuja Cements,Construction,15.74,3.90,2.35,3.41
Bajaj Auto,Automobile,18.48,4.40,2.90,3.39
ICICI Bank,Financial,54.91,3.34,0.00,3.25
Indusind Bank,Financial,22.11,3.91,2.37,3.19
Ashok Leyland,Automobile,12.82,3.85,0.00,3.17
United Breweries,FMCG,69.79,4.19,1.62,3.11
475. Mahindra Rural Bharat And Consumption Yojana - Direct Plan
ITC,FMCG,24.04,4.81,0.00,4.81
Bata India,FMCG,65.73,4.72,0.88,4.72
Shree Cement,Construction,53.02,4.39,0.00,4.14
MRF,Automobile,24.57,4.12,1.13,4.12
Hero Motocorp,Automobile,14.49,4.13,0.00,4.08
Britannia Inds.,FMCG,68.60,4.04,0.00,4.04
GSK Consumer Healthcare,FMCG,36.79,4.08,0.00,4.04
Larsen & Toubro,Construction,21.90,4.04,1.20,4.04
Bajaj Auto,Automobile,18.48,4.07,0.92,4.03
Pidilite Industries,Chemicals,70.15,4.02,0.98,3.96
VST Industries,FMCG,25.42,3.87,0.00,3.87
State Bank of India,Financial,30.54,5.01,0.00,3.71
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,57.10,3.60,0.00,3.55
ABB,Engineering,83.05,3.78,0.00,3.53
Gruh Finance,Financial,52.02,3.39,0.00,3.32
Tata Chemicals,Chemicals,13.08,3.80,0.00,3.23
M&M Financial Services,Financial,17.17,4.20,0.38,3.15
United Breweries,FMCG,69.79,3.37,0.00,2.96
Cholamandalam Invest. & Fin.,Financial,18.51,2.97,0.66,2.96
SKF India,Engineering,31.68,3.34,0.00,2.95
Tamil Nadu Newsprint,FMCG,8.89,2.88,0.00,2.88
Whirlpool,Cons Durable,63.64,2.86,0.00,2.86
Wabco India,Automobile,44.60,3.50,0.13,2.83
Bajaj Finance,Financial,48.01,2.81,0.00,2.81
TTK Prestige,Cons Durable,45.06,3.06,0.00,2.79
476. Mahindra Rural Bharat And Consumption Yojana - Regular Plan
ITC,FMCG,24.04,4.81,0.00,4.81
Bata India,FMCG,65.73,4.72,0.88,4.72
Shree Cement,Construction,53.02,4.39,0.00,4.14
MRF,Automobile,24.57,4.12,1.13,4.12
Hero Motocorp,Automobile,14.49,4.13,0.00,4.08
Britannia Inds.,FMCG,68.60,4.04,0.00,4.04
GSK Consumer Healthcare,FMCG,36.79,4.08,0.00,4.04
Larsen & Toubro,Construction,21.90,4.04,1.20,4.04
Bajaj Auto,Automobile,18.48,4.07,0.92,4.03
Pidilite Industries,Chemicals,70.15,4.02,0.98,3.96
VST Industries,FMCG,25.42,3.87,0.00,3.87
State Bank of India,Financial,30.54,5.01,0.00,3.71
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,57.10,3.60,0.00,3.55
ABB,Engineering,83.05,3.78,0.00,3.53
Gruh Finance,Financial,52.02,3.39,0.00,3.32
Tata Chemicals,Chemicals,13.08,3.80,0.00,3.23
M&M Financial Services,Financial,17.17,4.20,0.38,3.15
United Breweries,FMCG,69.79,3.37,0.00,2.96
Cholamandalam Invest. & Fin.,Financial,18.51,2.97,0.66,2.96
SKF India,Engineering,31.68,3.34,0.00,2.95
Tamil Nadu Newsprint,FMCG,8.89,2.88,0.00,2.88
Whirlpool,Cons Durable,63.64,2.86,0.00,2.86
Wabco India,Automobile,44.60,3.50,0.13,2.83
Bajaj Finance,Financial,48.01,2.81,0.00,2.81
TTK Prestige,Cons Durable,45.06,3.06,0.00,2.79
477. Mahindra Unnati Emerging Business Yojana - Direct Plan
Bajaj Finance,Financial,48.01,4.99,0.79,4.99
Honeywell Automation,Engineering,66.25,3.54,0.00,3.54
Jubilant FoodWorks,Services,63.32,3.07,0.92,3.07
Whirlpool,Cons Durable,63.64,2.91,1.28,2.91
Godrej Properties,Construction,77.57,2.88,1.46,2.88
Thermax,Engineering,39.76,2.66,0.00,2.55
Kotak Mahindra Bank,Financial,37.66,2.55,1.12,2.54
Sundaram Finance,Financial,15.98,2.70,0.00,2.52
Atul,Chemicals,26.59,2.51,0.00,2.51
The Ramco Cements,Construction,31.19,2.60,0.00,2.47
ICICI Bank,Financial,54.91,2.61,0.00,2.45
Grindwell Norton,Metals,40.55,2.56,0.00,2.44
Supreme Industries,Chemicals,38.21,2.55,1.67,2.38
Cholamandalam Invest. & Fin.,Financial,18.51,3.13,1.86,2.36
P&G Hygiene & Health Care,FMCG,91.78,2.24,1.58,2.24
MRF,Automobile,24.57,2.24,1.12,2.24
Gillette,FMCG,100.72,2.44,0.00,2.19
3M India,Services,78.93,2.27,1.56,2.12
Tata Chemicals,Chemicals,13.08,2.21,0.00,2.06
ABB,Engineering,83.05,2.66,0.00,2.02
ACC,Construction,15.67,2.09,0.00,1.98
Wabco India,Automobile,44.60,2.10,1.69,1.94
Endurance Technologies,Automobile,26.81,1.99,0.80,1.92
AIA Engineering,Metals,30.21,1.87,1.21,1.87
Indusind Bank,Financial,22.11,2.05,0.00,1.85
478. Mahindra Unnati Emerging Business Yojana - Regular Plan
Bajaj Finance,Financial,48.01,4.99,0.79,4.99
Honeywell Automation,Engineering,66.25,3.54,0.00,3.54
Jubilant FoodWorks,Services,63.32,3.07,0.92,3.07
Whirlpool,Cons Durable,63.64,2.91,1.28,2.91
Godrej Properties,Construction,77.57,2.88,1.46,2.88
Thermax,Engineering,39.76,2.66,0.00,2.55
Kotak Mahindra Bank,Financial,37.66,2.55,1.12,2.54
Sundaram Finance,Financial,15.98,2.70,0.00,2.52
Atul,Chemicals,26.59,2.51,0.00,2.51
The Ramco Cements,Construction,31.19,2.60,0.00,2.47
ICICI Bank,Financial,54.91,2.61,0.00,2.45
Grindwell Norton,Metals,40.55,2.56,0.00,2.44
Supreme Industries,Chemicals,38.21,2.55,1.67,2.38
Cholamandalam Invest. & Fin.,Financial,18.51,3.13,1.86,2.36
P&G Hygiene & Health Care,FMCG,91.78,2.24,1.58,2.24
MRF,Automobile,24.57,2.24,1.12,2.24
Gillette,FMCG,100.72,2.44,0.00,2.19
3M India,Services,78.93,2.27,1.56,2.12
Tata Chemicals,Chemicals,13.08,2.21,0.00,2.06
ABB,Engineering,83.05,2.66,0.00,2.02
ACC,Construction,15.67,2.09,0.00,1.98
Wabco India,Automobile,44.60,2.10,1.69,1.94
Endurance Technologies,Automobile,26.81,1.99,0.80,1.92
AIA Engineering,Metals,30.21,1.87,1.21,1.87
Indusind Bank,Financial,22.11,2.05,0.00,1.85
479. Mirae Asset Emerging Bluechip Fund - Direct Plan
HDFC Bank,Financial,29.06,7.08,0.00,7.08
ICICI Bank,Financial,54.91,6.27,3.15,6.23
State Bank of India,Financial,30.54,4.02,0.00,4.02
Axis Bank,Financial,45.64,4.52,0.00,3.69
Reliance Industries,Energy,21.20,4.97,0.00,3.64
Voltas,Cons Durable,47.61,3.31,1.72,3.24
Indusind Bank,Financial,22.11,3.91,0.00,2.97
Larsen & Toubro,Construction,21.90,2.80,0.00,2.80
Page Industries,Textiles,65.74,2.44,0.00,2.44
Max Financial Services,Financial,78.05,2.35,0.00,2.35
Tata Consultancy Services,Technology,23.99,2.30,0.00,2.30
ITC,FMCG,24.04,2.22,0.00,2.22
Tata Steel,Metals,4.78,3.70,1.65,2.20
Tata Global Beverages,FMCG,42.67,4.42,0.93,2.18
Vinati Organics,Chemicals,36.66,2.76,1.41,2.17
Infosys,Technology,17.88,2.83,0.00,2.12
Gujarat State Petronet,Energy,13.64,2.13,0.00,2.11
Balkrishna Industries,Automobile,22.05,2.03,0.00,2.03
Aditya Birla Fashion and Retail,Services,47.70,2.29,0.00,1.92
Maruti Suzuki India,Automobile,32.03,2.00,0.00,1.89
Dr. Lal Pathlabs,Healthcare,58.24,1.82,0.00,1.79
NTPC,Energy,10.16,1.80,0.00,1.64
HPCL,Energy,9.29,3.67,0.60,1.62
Ajanta Pharma,Healthcare,22.37,1.84,0.00,1.60
Kotak Mahindra Bank,Financial,37.66,4.98,1.45,1.57
480. Mirae Asset Emerging Bluechip Fund - Regular Plan
HDFC Bank,Financial,29.06,7.08,0.00,7.08
ICICI Bank,Financial,54.91,6.27,3.15,6.23
State Bank of India,Financial,30.54,4.02,0.00,4.02
Axis Bank,Financial,45.64,4.52,0.00,3.69
Reliance Industries,Energy,21.20,4.97,0.00,3.64
Voltas,Cons Durable,47.61,3.31,1.72,3.24
Indusind Bank,Financial,22.11,3.91,0.00,2.97
Larsen & Toubro,Construction,21.90,2.80,0.00,2.80
Page Industries,Textiles,65.74,2.44,0.00,2.44
Max Financial Services,Financial,78.05,2.35,0.00,2.35
Tata Consultancy Services,Technology,23.99,2.30,0.00,2.30
ITC,FMCG,24.04,2.22,0.00,2.22
Tata Steel,Metals,4.78,3.70,1.65,2.20
Tata Global Beverages,FMCG,42.67,4.42,0.93,2.18
Vinati Organics,Chemicals,36.66,2.76,1.41,2.17
Infosys,Technology,17.88,2.83,0.00,2.12
Gujarat State Petronet,Energy,13.64,2.13,0.00,2.11
Balkrishna Industries,Automobile,22.05,2.03,0.00,2.03
Aditya Birla Fashion and Retail,Services,47.70,2.29,0.00,1.92
Maruti Suzuki India,Automobile,32.03,2.00,0.00,1.89
Dr. Lal Pathlabs,Healthcare,58.24,1.82,0.00,1.79
NTPC,Energy,10.16,1.80,0.00,1.64
HPCL,Energy,9.29,3.67,0.60,1.62
Ajanta Pharma,Healthcare,22.37,1.84,0.00,1.60
Kotak Mahindra Bank,Financial,37.66,4.98,1.45,1.57
481. Mirae Asset Equity Savings Fund - Direct Plan
Reliance Industries,Energy,21.20,7.42,1.44,7.22
HDFC Bank,Financial,29.06,5.94,2.60,5.94
HDFC,Financial,34.48,5.87,0.90,5.87
Dabur India,FMCG,56.16,5.42,0.30,5.42
ICICI Bank,Financial,54.91,5.18,1.74,5.13
Tata Consultancy Services,Technology,23.99,5.12,1.27,5.12
United Breweries,FMCG,69.79,4.49,0.00,3.98
Hindustan Unilever,FMCG,69.38,3.81,0.19,3.81
Axis Bank,Financial,45.64,3.23,1.61,3.16
Wipro,Technology,14.61,2.98,0.00,2.98
ITC,FMCG,24.04,4.48,1.10,2.75
Max Financial Services,Financial,78.05,2.03,0.31,2.03
Larsen & Toubro,Construction,21.90,5.48,0.88,1.69
State Bank of India,Financial,30.54,2.75,1.02,1.65
Tata Motors DVR,Automobile,-,2.63,0.00,1.61
Sun Pharmaceutical Inds.,Healthcare,32.00,4.85,0.74,1.59
Kotak Mahindra Bank,Financial,37.66,4.37,0.73,1.44
Infosys,Technology,17.88,5.53,1.32,1.32
Maruti Suzuki India,Automobile,32.03,4.49,0.88,1.18
Torrent Pharmaceuticals,Healthcare,58.21,1.39,0.03,1.11
Indusind Bank,Financial,22.11,1.38,0.83,1.11
Tata Steel,Metals,4.78,6.02,0.76,0.98
MindTree,Technology,19.19,0.97,0.00,0.95
Coal India,Energy,7.06,1.35,0.62,0.95
Page Industries,Textiles,65.74,0.98,0.00,0.88
482. Mirae Asset Equity Savings Fund - Regular Plan
Reliance Industries,Energy,21.20,7.42,1.44,7.22
HDFC Bank,Financial,29.06,5.94,2.60,5.94
HDFC,Financial,34.48,5.87,0.90,5.87
Dabur India,FMCG,56.16,5.42,0.30,5.42
ICICI Bank,Financial,54.91,5.18,1.74,5.13
Tata Consultancy Services,Technology,23.99,5.12,1.27,5.12
United Breweries,FMCG,69.79,4.49,0.00,3.98
Hindustan Unilever,FMCG,69.38,3.81,0.19,3.81
Axis Bank,Financial,45.64,3.23,1.61,3.16
Wipro,Technology,14.61,2.98,0.00,2.98
ITC,FMCG,24.04,4.48,1.10,2.75
Max Financial Services,Financial,78.05,2.03,0.31,2.03
Larsen & Toubro,Construction,21.90,5.48,0.88,1.69
State Bank of India,Financial,30.54,2.75,1.02,1.65
Tata Motors DVR,Automobile,-,2.63,0.00,1.61
Sun Pharmaceutical Inds.,Healthcare,32.00,4.85,0.74,1.59
Kotak Mahindra Bank,Financial,37.66,4.37,0.73,1.44
Infosys,Technology,17.88,5.53,1.32,1.32
Maruti Suzuki India,Automobile,32.03,4.49,0.88,1.18
Torrent Pharmaceuticals,Healthcare,58.21,1.39,0.03,1.11
Indusind Bank,Financial,22.11,1.38,0.83,1.11
Tata Steel,Metals,4.78,6.02,0.76,0.98
MindTree,Technology,19.19,0.97,0.00,0.95
Coal India,Energy,7.06,1.35,0.62,0.95
Page Industries,Textiles,65.74,0.98,0.00,0.88
483. Mirae Asset Focused Fund - Direct Plan
HDFC Bank,Financial,29.06,7.29,6.54,7.29
ICICI Bank,Financial,54.91,6.47,5.58,6.47
State Bank of India,Financial,30.54,4.55,3.90,4.43
Reliance Industries,Energy,21.20,4.42,3.64,4.23
Infosys,Technology,17.88,4.70,3.94,3.94
Larsen & Toubro,Construction,21.90,3.89,2.59,3.89
Britannia Inds.,FMCG,68.60,3.92,2.50,3.83
Maruti Suzuki India,Automobile,32.03,3.78,3.22,3.40
Max Financial Services,Financial,78.05,3.14,2.76,3.14
L&T Infotech,Technology,19.23,3.54,2.95,3.12
Indusind Bank,Financial,22.11,3.48,3.00,3.09
HPCL,Energy,9.29,3.07,2.73,3.07
Syngene International,Healthcare,39.69,3.07,2.34,3.07
Torrent Pharmaceuticals,Healthcare,58.21,3.48,2.85,2.85
Gujarat State Petronet,Energy,13.64,2.84,2.05,2.74
Kansai Nerolac Paints,Chemicals,60.76,2.87,1.91,2.72
Eicher Motors,Automobile,26.93,2.89,2.14,2.57
Dabur India,FMCG,56.16,3.21,2.48,2.48
Voltas,Cons Durable,47.61,2.60,2.23,2.48
Cholamandalam Invest. & Fin.,Financial,18.51,2.38,1.79,2.32
Balkrishna Industries,Automobile,22.05,2.25,2.04,2.21
JK Cement,Construction,19.83,2.36,0.38,2.14
Dr. Lal Pathlabs,Healthcare,58.24,2.51,2.14,2.14
Page Industries,Textiles,65.74,2.77,1.92,2.13
Emami,FMCG,48.36,2.01,0.00,2.01
484. Mirae Asset Focused Fund - Regular Plan
HDFC Bank,Financial,29.06,7.29,6.54,7.29
ICICI Bank,Financial,54.91,6.47,5.58,6.47
State Bank of India,Financial,30.54,4.55,3.90,4.43
Reliance Industries,Energy,21.20,4.42,3.64,4.23
