Company,Sector,PE,3Y High,3Y Low,% Assets
1. HDFC Small Cap Fund - Direct Plan
HDFC Bank,Financial,29.06,3.57,2.13,2.34
State Bank of India,Financial,30.54,2.75,0.83,2.06
NTPC,Energy,10.16,2.02,0.00,1.93
Shree Cement,Construction,53.02,2.06,1.20,1.52
Larsen & Toubro,Construction,21.90,2.50,0.98,1.31
Cipla,Healthcare,23.55,2.44,1.17,1.17
Axis Bank,Financial,45.64,2.24,1.13,1.15
Ambuja Cements,Construction,15.74,2.95,1.08,1.08
ITC,FMCG,24.04,1.18,0.00,1.00
Asian Paints,Chemicals,65.80,0.85,0.00,0.85
Coal India,Energy,7.06,0.82,0.00,0.82
HCL Technologies,Technology,14.95,2.73,0.54,0.56
Hindustan Unilever,FMCG,69.38,1.49,0.49,0.56
Sun Pharmaceutical Inds.,Healthcare,32.00,1.23,0.00,0.52
142. ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B
ICICI Bank,Financial,54.91,3.46,2.30,2.70
Larsen & Toubro,Construction,21.90,4.56,1.72,1.89
Axis Bank,Financial,45.64,1.74,0.85,1.74
NTPC,Energy,10.16,1.74,0.00,1.67
Ambuja Cements,Construction,15.74,3.02,1.20,1.25
Cipla,Healthcare,23.55,2.63,1.25,1.25
ITC,FMCG,24.04,1.19,0.00,1.00
State Bank of India,Financial,30.54,1.29,0.00,0.96
Coal India,Energy,7.06,0.84,0.00,0.84
Power Grid Corporation,Energy,7.00,2.01,0.00,0.78
Asian Paints,Chemicals,65.80,0.58,0.00,0.58
HDFC Bank,Financial,29.06,0.57,0.00,0.57
Tata Consultancy Services,Technology,23.99,0.47,0.00,0.43
HCL Technologies,Technology,14.95,2.92,0.35,0.36
Kotak Mahindra Bank,Financial,37.66,0.52,0.00,0.12
143. ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B - Direct Plan
ICICI Bank,Financial,54.91,3.46,2.30,2.70
Larsen & Toubro,Construction,21.90,4.56,1.72,1.89
Axis Bank,Financial,45.64,1.74,0.85,1.74
NTPC,Energy,10.16,1.74,0.00,1.67
Ambuja Cements,Construction,15.74,3.02,1.20,1.25
Cipla,Healthcare,23.55,2.63,1.25,1.25
ITC,FMCG,24.04,1.19,0.00,1.00
State Bank of India,Financial,30.54,1.29,0.00,0.96
Coal India,Energy,7.06,0.84,0.00,0.84
Power Grid Corporation,Energy,7.00,2.01,0.00,0.78
Asian Paints,Chemicals,65.80,0.58,0.00,0.58
HDFC Bank,Financial,29.06,0.57,0.00,0.57
Tata Consultancy Services,Technology,23.99,0.47,0.00,0.43
HCL Technologies,Technology,14.95,2.92,0.35,0.36
Kotak Mahindra Bank,Financial,37.66,0.52,0.00,0.12
144. ICICI Prudential Multiple Yield Fund - Series 11 - Plan A - 1427 Days
HDFC Bank,Financial,29.06,2.80,1.93,2.14
ICICI Bank,Financial,54.91,2.06,0.00,2.06
Infosys,Technology,17.88,2.23,1.33,1.34
State Bank of India,Financial,30.54,2.48,1.16,1.23
Ambuja Cements,Construction,15.74,1.22,0.00,1.03
Axis Bank,Financial,45.64,2.66,0.00,0.73
Hindustan Unilever,FMCG,69.38,1.45,0.64,0.73
Coal India,Energy,7.06,0.70,0.00,0.70
Motherson Sumi Systems,Automobile,22.33,1.74,0.00,0.64
Asian Paints,Chemicals,65.80,0.55,0.00,0.55
Sun Pharmaceutical Inds.,Healthcare,32.00,1.01,0.31,0.42
ITC,FMCG,24.04,0.50,0.00,0.41
Nestle India,FMCG,85.62,1.27,0.00,0.41
Cipla,Healthcare,23.55,0.53,0.00,0.39
NTPC,Energy,10.16,0.39,0.00,0.37
Tata Consultancy Services,Technology,23.99,0.38,0.00,0.35
Larsen & Toubro,Construction,21.90,0.45,0.00,0.13
145. ICICI Prudential Multiple Yield Fund - Series 11 - Plan A - 1427 Days - Direct Plan
HDFC Bank,Financial,29.06,2.80,1.93,2.14
ICICI Bank,Financial,54.91,2.06,0.00,2.06
Infosys,Technology,17.88,2.23,1.33,1.34
State Bank of India,Financial,30.54,2.48,1.16,1.23
Ambuja Cements,Construction,15.74,1.22,0.00,1.03
Axis Bank,Financial,45.64,2.66,0.00,0.73
Hindustan Unilever,FMCG,69.38,1.45,0.64,0.73
Coal India,Energy,7.06,0.70,0.00,0.70
Motherson Sumi Systems,Automobile,22.33,1.74,0.00,0.64
Asian Paints,Chemicals,65.80,0.55,0.00,0.55
Sun Pharmaceutical Inds.,Healthcare,32.00,1.01,0.31,0.42
ITC,FMCG,24.04,0.50,0.00,0.41
Nestle India,FMCG,85.62,1.27,0.00,0.41
Cipla,Healthcare,23.55,0.53,0.00,0.39
NTPC,Energy,10.16,0.39,0.00,0.37
Tata Consultancy Services,Technology,23.99,0.38,0.00,0.35
Larsen & Toubro,Construction,21.90,0.45,0.00,0.13
146. ICICI Prudential Multiple Yield Fund - Series 11 - Plan B - 1394 Days
Hindustan Unilever,FMCG,69.38,3.10,1.98,2.44
Infosys,Technology,17.88,2.14,1.38,2.10
ICICI Bank,Financial,54.91,2.03,0.00,2.03
HDFC Bank,Financial,29.06,1.89,1.32,1.46
Motherson Sumi Systems,Automobile,22.33,3.45,1.01,1.30
ITC,FMCG,24.04,1.10,0.00,0.92
State Bank of India,Financial,30.54,1.91,0.81,0.81
Coal India,Energy,7.06,0.77,0.00,0.77
Axis Bank,Financial,45.64,3.32,0.00,0.72
Asian Paints,Chemicals,65.80,0.53,0.00,0.53
Sun Pharmaceutical Inds.,Healthcare,32.00,1.68,0.50,0.50
NTPC,Energy,10.16,0.43,0.00,0.41
Tata Consultancy Services,Technology,23.99,0.42,0.00,0.39
HCL Technologies,Technology,14.95,1.88,0.35,0.36
Larsen & Toubro,Construction,21.90,0.49,0.00,0.19
147. ICICI Prudential Multiple Yield Fund - Series 11 - Plan B - 1394 Days - Direct Plan
Hindustan Unilever,FMCG,69.38,3.10,1.98,2.44
Infosys,Technology,17.88,2.14,1.38,2.10
ICICI Bank,Financial,54.91,2.03,0.00,2.03
HDFC Bank,Financial,29.06,1.89,1.32,1.46
Motherson Sumi Systems,Automobile,22.33,3.45,1.01,1.30
ITC,FMCG,24.04,1.10,0.00,0.92
State Bank of India,Financial,30.54,1.91,0.81,0.81
Coal India,Energy,7.06,0.77,0.00,0.77
Axis Bank,Financial,45.64,3.32,0.00,0.72
Asian Paints,Chemicals,65.80,0.53,0.00,0.53
Sun Pharmaceutical Inds.,Healthcare,32.00,1.68,0.50,0.50
NTPC,Energy,10.16,0.43,0.00,0.41
Tata Consultancy Services,Technology,23.99,0.42,0.00,0.39
HCL Technologies,Technology,14.95,1.88,0.35,0.36
Larsen & Toubro,Construction,21.90,0.49,0.00,0.19
148. ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days
Infosys,Technology,17.88,2.45,1.56,2.41
HDFC Bank,Financial,29.06,2.11,1.41,1.54
Larsen & Toubro,Construction,21.90,2.50,0.99,1.51
Motherson Sumi Systems,Automobile,22.33,3.50,0.00,1.33
ICICI Bank,Financial,54.91,1.27,0.00,1.24
State Bank of India,Financial,30.54,2.23,0.86,0.86
Hindustan Unilever,FMCG,69.38,2.84,0.66,0.75
Axis Bank,Financial,45.64,0.84,0.00,0.60
Sun Pharmaceutical Inds.,Healthcare,32.00,1.91,0.57,0.57
Asian Paints,Chemicals,65.80,0.46,0.00,0.46
Coal India,Energy,7.06,0.46,0.00,0.46
ITC,FMCG,24.04,0.49,0.00,0.41
NTPC,Energy,10.16,0.39,0.00,0.38
Tata Consultancy Services,Technology,23.99,0.38,0.00,0.35
HCL Technologies,Technology,14.95,1.99,0.29,0.30
Kotak Mahindra Bank,Financial,37.66,0.45,0.00,0.14
Nestle India,FMCG,85.62,0.19,0.00,0.06
149. ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days - Direct Plan
Infosys,Technology,17.88,2.45,1.56,2.41
HDFC Bank,Financial,29.06,2.11,1.41,1.54
Larsen & Toubro,Construction,21.90,2.50,0.99,1.51
Motherson Sumi Systems,Automobile,22.33,3.50,0.00,1.33
ICICI Bank,Financial,54.91,1.27,0.00,1.24
State Bank of India,Financial,30.54,2.23,0.86,0.86
Hindustan Unilever,FMCG,69.38,2.84,0.66,0.75
Axis Bank,Financial,45.64,0.84,0.00,0.60
Sun Pharmaceutical Inds.,Healthcare,32.00,1.91,0.57,0.57
Asian Paints,Chemicals,65.80,0.46,0.00,0.46
Coal India,Energy,7.06,0.46,0.00,0.46
ITC,FMCG,24.04,0.49,0.00,0.41
NTPC,Energy,10.16,0.39,0.00,0.38
Tata Consultancy Services,Technology,23.99,0.38,0.00,0.35
HCL Technologies,Technology,14.95,1.99,0.29,0.30
Kotak Mahindra Bank,Financial,37.66,0.45,0.00,0.14
Nestle India,FMCG,85.62,0.19,0.00,0.06
150. ICICI Prudential Multiple Yield Fund - Series 11 - Plan D - 1361 Days
Hindustan Unilever,FMCG,69.38,3.16,1.76,1.99
Larsen & Toubro,Construction,21.90,2.89,1.15,1.59
Motherson Sumi Systems,Automobile,22.33,3.74,1.34,1.42
ICICI Bank,Financial,54.91,1.36,0.98,1.27
HDFC Bank,Financial,29.06,1.29,0.00,1.10
Axis Bank,Financial,45.64,0.89,0.00,0.89
Coal India,Energy,7.06,0.57,0.00,0.57
State Bank of India,Financial,30.54,0.64,0.00,0.45
Asian Paints,Chemicals,65.80,0.41,0.00,0.41
ITC,FMCG,24.04,0.44,0.00,0.37
NTPC,Energy,10.16,0.32,0.00,0.31
Tata Consultancy Services,Technology,23.99,0.31,0.00,0.29
HCL Technologies,Technology,14.95,2.27,0.27,0.27
Nestle India,FMCG,85.62,0.21,0.00,0.21
Kotak Mahindra Bank,Financial,37.66,0.44,0.00,0.17
151. ICICI Prudential Multiple Yield Fund - Series 11 - Plan D - 1361 Days - Direct Plan
Hindustan Unilever,FMCG,69.38,3.16,1.76,1.99
Larsen & Toubro,Construction,21.90,2.89,1.15,1.59
Motherson Sumi Systems,Automobile,22.33,3.74,1.34,1.42
ICICI Bank,Financial,54.91,1.36,0.98,1.27
HDFC Bank,Financial,29.06,1.29,0.00,1.10
Axis Bank,Financial,45.64,0.89,0.00,0.89
Coal India,Energy,7.06,0.57,0.00,0.57
State Bank of India,Financial,30.54,0.64,0.00,0.45
Asian Paints,Chemicals,65.80,0.41,0.00,0.41
ITC,FMCG,24.04,0.44,0.00,0.37
NTPC,Energy,10.16,0.32,0.00,0.31
Tata Consultancy Services,Technology,23.99,0.31,0.00,0.29
HCL Technologies,Technology,14.95,2.27,0.27,0.27
Nestle India,FMCG,85.62,0.21,0.00,0.21
Kotak Mahindra Bank,Financial,37.66,0.44,0.00,0.17
152. ICICI Prudential Multiple Yield Fund - Series 14 - Plan A - 1228 Days
Asian Paints,Chemicals,65.80,2.16,1.21,2.16
HDFC Bank,Financial,29.06,2.13,0.97,1.92
ITC,FMCG,24.04,1.65,1.13,1.37
NTPC,Energy,10.16,1.31,0.97,1.25
ICICI Bank,Financial,54.91,1.26,0.00,1.23
Shree Cement,Construction,53.02,1.38,0.95,1.17
State Bank of India,Financial,30.54,1.30,0.63,0.73
Coal India,Energy,7.06,0.61,0.00,0.61
Axis Bank,Financial,45.64,1.17,0.00,0.60
Nestle India,FMCG,85.62,1.77,0.47,0.55
Tata Consultancy Services,Technology,23.99,0.34,0.00,0.31
Kotak Mahindra Bank,Financial,37.66,0.39,0.00,0.06
153. ICICI Prudential Multiple Yield Fund - Series 14 - Plan A - 1228 Days - Direct Plan
Asian Paints,Chemicals,65.80,2.16,1.21,2.16
HDFC Bank,Financial,29.06,2.13,0.97,1.92
ITC,FMCG,24.04,1.65,1.13,1.37
NTPC,Energy,10.16,1.31,0.97,1.25
ICICI Bank,Financial,54.91,1.26,0.00,1.23
Shree Cement,Construction,53.02,1.38,0.95,1.17
State Bank of India,Financial,30.54,1.30,0.63,0.73
Coal India,Energy,7.06,0.61,0.00,0.61
Axis Bank,Financial,45.64,1.17,0.00,0.60
Nestle India,FMCG,85.62,1.77,0.47,0.55
Tata Consultancy Services,Technology,23.99,0.34,0.00,0.31
Kotak Mahindra Bank,Financial,37.66,0.39,0.00,0.06
154. ICICI Prudential Multiple Yield Fund - Series 8 - 1822 Days - Plan D
ICICI Bank,Financial,54.91,3.42,2.42,3.33
HDFC Bank,Financial,29.06,3.64,2.50,2.73
Shree Cement,Construction,53.02,2.70,1.63,2.35
State Bank of India,Financial,30.54,2.36,0.00,1.78
NTPC,Energy,10.16,1.85,0.00,1.77
Infosys,Technology,17.88,1.29,0.00,1.26
Coal India,Energy,7.06,1.10,0.00,1.10
Axis Bank,Financial,45.64,1.35,0.41,1.05
Cipla,Healthcare,23.55,1.62,0.99,0.99
Asian Paints,Chemicals,65.80,0.79,0.00,0.79
Larsen & Toubro,Construction,21.90,1.12,0.00,0.66
ITC,FMCG,24.04,0.77,0.00,0.65
Ambuja Cements,Construction,15.74,1.50,0.57,0.57
Tata Consultancy Services,Technology,23.99,0.61,0.00,0.56
Motherson Sumi Systems,Automobile,22.33,1.67,0.00,0.55
HCL Technologies,Technology,14.95,2.40,0.49,0.51
Sun Pharmaceutical Inds.,Healthcare,32.00,0.61,0.00,0.29
Kotak Mahindra Bank,Financial,37.66,0.69,0.00,0.14
Nestle India,FMCG,85.62,0.21,0.00,0.07
155. ICICI Prudential Multiple Yield Fund - Series 8 - 1822 Days - Plan D - Direct Plan
ICICI Bank,Financial,54.91,3.42,2.42,3.33
HDFC Bank,Financial,29.06,3.64,2.50,2.73
Shree Cement,Construction,53.02,2.70,1.63,2.35
State Bank of India,Financial,30.54,2.36,0.00,1.78
NTPC,Energy,10.16,1.85,0.00,1.77
Infosys,Technology,17.88,1.29,0.00,1.26
Coal India,Energy,7.06,1.10,0.00,1.10
Axis Bank,Financial,45.64,1.35,0.41,1.05
Cipla,Healthcare,23.55,1.62,0.99,0.99
Asian Paints,Chemicals,65.80,0.79,0.00,0.79
Larsen & Toubro,Construction,21.90,1.12,0.00,0.66
ITC,FMCG,24.04,0.77,0.00,0.65
Ambuja Cements,Construction,15.74,1.50,0.57,0.57
Tata Consultancy Services,Technology,23.99,0.61,0.00,0.56
Motherson Sumi Systems,Automobile,22.33,1.67,0.00,0.55
HCL Technologies,Technology,14.95,2.40,0.49,0.51
Sun Pharmaceutical Inds.,Healthcare,32.00,0.61,0.00,0.29
Kotak Mahindra Bank,Financial,37.66,0.69,0.00,0.14
Nestle India,FMCG,85.62,0.21,0.00,0.07
156. ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days - Plan A
HDFC Bank,Financial,29.06,4.38,3.26,3.56
ICICI Bank,Financial,54.91,3.11,1.38,3.11
ITC,FMCG,24.04,2.58,0.00,2.19
State Bank of India,Financial,30.54,2.38,0.00,1.78
NTPC,Energy,10.16,1.86,0.00,1.78
Axis Bank,Financial,45.64,1.77,0.18,1.77
Hindustan Unilever,FMCG,69.38,2.23,0.96,1.54
Infosys,Technology,17.88,1.28,0.00,1.25
Coal India,Energy,7.06,1.17,0.00,1.17
Motherson Sumi Systems,Automobile,22.33,1.65,0.00,0.94
Asian Paints,Chemicals,65.80,0.78,0.00,0.78
Tata Consultancy Services,Technology,23.99,0.64,0.00,0.59
Ambuja Cements,Construction,15.74,1.52,0.55,0.55
Sun Pharmaceutical Inds.,Healthcare,32.00,1.26,0.00,0.53
HCL Technologies,Technology,14.95,2.35,0.50,0.52
Larsen & Toubro,Construction,21.90,0.69,0.00,0.25
Nestle India,FMCG,85.62,0.22,0.00,0.22
Kotak Mahindra Bank,Financial,37.66,0.66,0.00,0.12
157. ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days - Plan A - Direct Plan
HDFC Bank,Financial,29.06,4.38,3.26,3.56
ICICI Bank,Financial,54.91,3.11,1.38,3.11
ITC,FMCG,24.04,2.58,0.00,2.19
State Bank of India,Financial,30.54,2.38,0.00,1.78
NTPC,Energy,10.16,1.86,0.00,1.78
Axis Bank,Financial,45.64,1.77,0.18,1.77
Hindustan Unilever,FMCG,69.38,2.23,0.96,1.54
Infosys,Technology,17.88,1.28,0.00,1.25
Coal India,Energy,7.06,1.17,0.00,1.17
Motherson Sumi Systems,Automobile,22.33,1.65,0.00,0.94
Asian Paints,Chemicals,65.80,0.78,0.00,0.78
Tata Consultancy Services,Technology,23.99,0.64,0.00,0.59
Ambuja Cements,Construction,15.74,1.52,0.55,0.55
Sun Pharmaceutical Inds.,Healthcare,32.00,1.26,0.00,0.53
HCL Technologies,Technology,14.95,2.35,0.50,0.52
Larsen & Toubro,Construction,21.90,0.69,0.00,0.25
Nestle India,FMCG,85.62,0.22,0.00,0.22
Kotak Mahindra Bank,Financial,37.66,0.66,0.00,0.12
158. ICICI Prudential Nifty 100 ETF
HDFC Bank,Financial,29.06,9.73,6.41,9.73
Reliance Industries,Energy,21.20,8.60,4.37,8.37
HDFC,Financial,34.48,6.95,5.34,6.25
Infosys,Technology,17.88,6.02,3.85,5.41
ICICI Bank,Financial,54.91,5.24,3.50,5.14
ITC,FMCG,24.04,6.35,4.10,4.10
Tata Consultancy Services,Technology,23.99,4.66,2.68,4.04
Kotak Mahindra Bank,Financial,37.66,4.03,2.32,4.03
Larsen & Toubro,Construction,21.90,3.44,2.97,3.34
Hindustan Unilever,FMCG,69.38,2.60,1.52,2.60
Axis Bank,Financial,45.64,2.84,1.73,2.54
State Bank of India,Financial,30.54,2.52,1.80,1.91
Bajaj Finance,Financial,48.01,1.76,0.48,1.76
Maruti Suzuki India,Automobile,32.03,2.63,1.36,1.64
Indusind Bank,Financial,22.11,2.00,1.28,1.53
Asian Paints,Chemicals,65.80,1.46,1.00,1.46
Bharti Airtel,Communication,0.00,1.42,0.79,1.28
HCL Technologies,Technology,14.95,1.26,0.99,1.07
Titan Company,Cons Durable,83.85,1.00,0.36,0.97
Mahindra & Mahindra,Automobile,12.56,1.70,0.94,0.96
NTPC,Energy,10.16,1.16,0.87,0.94
Bajaj Finserv,Financial,34.74,0.93,0.47,0.93
Nestle India,FMCG,85.62,0.91,0.00,0.91
Power Grid Corporation,Energy,7.00,1.17,0.75,0.86
Ultratech Cement,Construction,38.23,1.05,0.72,0.83
159. ICICI Prudential Nifty ETF
HDFC Bank,Financial,29.06,11.25,7.91,11.25
Reliance Industries,Energy,21.20,10.07,5.41,9.67
HDFC,Financial,34.48,8.38,6.45,7.23
Infosys,Technology,17.88,6.96,4.61,6.26
ICICI Bank,Financial,54.91,6.02,4.16,5.94
ITC,FMCG,24.04,7.61,4.74,4.74
Tata Consultancy Services,Technology,23.99,5.48,3.21,4.68
Kotak Mahindra Bank,Financial,37.66,4.66,2.76,4.66
Larsen & Toubro,Construction,21.90,4.12,3.51,3.86
Hindustan Unilever,FMCG,69.38,3.02,1.88,3.00
Axis Bank,Financial,45.64,3.32,2.06,2.93
State Bank of India,Financial,30.54,3.03,2.14,2.20
Bajaj Finance,Financial,48.01,2.04,0.00,2.04
Maruti Suzuki India,Automobile,32.03,3.18,1.60,1.89
Indusind Bank,Financial,22.11,2.36,1.50,1.77
Asian Paints,Chemicals,65.80,1.68,1.19,1.68
Bharti Airtel,Communication,0.00,1.71,0.91,1.48
HCL Technologies,Technology,14.95,1.55,1.19,1.24
Titan Company,Cons Durable,83.85,1.17,0.00,1.13
Mahindra & Mahindra,Automobile,12.56,2.01,1.11,1.11
Bajaj Finserv,Financial,34.74,1.09,0.00,1.09
NTPC,Energy,10.16,1.40,1.03,1.08
Nestle India,FMCG,85.62,1.04,0.00,1.04
Power Grid Corporation,Energy,7.00,1.45,0.89,0.99
Ultratech Cement,Construction,38.23,1.30,0.83,0.96
160. ICICI Prudential Nifty Index Fund
HDFC Bank,Financial,29.06,11.40,7.28,11.18
Reliance Industries,Energy,21.20,10.35,4.96,9.61
HDFC,Financial,34.48,8.18,6.05,7.18
Infosys,Technology,17.88,6.89,4.65,6.22
ICICI Bank,Financial,54.91,6.14,4.14,5.90
ITC,FMCG,24.04,7.65,4.69,4.71
Tata Consultancy Services,Technology,23.99,5.44,3.19,4.65
Kotak Mahindra Bank,Financial,37.66,4.63,2.52,4.63
Larsen & Toubro,Construction,21.90,4.12,3.35,3.84
Hindustan Unilever,FMCG,69.38,3.15,1.75,2.98
Axis Bank,Financial,45.64,3.30,2.06,2.91
State Bank of India,Financial,30.54,3.04,2.14,2.19
Bajaj Finance,Financial,48.01,2.03,0.00,2.03
Maruti Suzuki India,Automobile,32.03,3.22,1.62,1.88
Indusind Bank,Financial,22.11,2.59,1.51,1.76
Asian Paints,Chemicals,65.80,1.67,1.20,1.67
Bharti Airtel,Communication,0.00,1.71,0.91,1.47
HCL Technologies,Technology,14.95,1.44,1.20,1.24
Titan Company,Cons Durable,83.85,1.17,0.00,1.12
Mahindra & Mahindra,Automobile,12.56,2.21,1.10,1.10
Bajaj Finserv,Financial,34.74,1.08,0.00,1.08
NTPC,Energy,10.16,1.41,1.03,1.08
Nestle India,FMCG,85.62,1.04,0.00,1.04
Power Grid Corporation,Energy,7.00,1.41,0.90,0.99
Ultratech Cement,Construction,38.23,1.24,0.83,0.95
161. ICICI Prudential Nifty Index Fund - Direct Plan
HDFC Bank,Financial,29.06,11.40,7.28,11.18
Reliance Industries,Energy,21.20,10.35,4.96,9.61
HDFC,Financial,34.48,8.18,6.05,7.18
Infosys,Technology,17.88,6.89,4.65,6.22
ICICI Bank,Financial,54.91,6.14,4.14,5.90
ITC,FMCG,24.04,7.65,4.69,4.71
Tata Consultancy Services,Technology,23.99,5.44,3.19,4.65
Kotak Mahindra Bank,Financial,37.66,4.63,2.52,4.63
Larsen & Toubro,Construction,21.90,4.12,3.35,3.84
Hindustan Unilever,FMCG,69.38,3.15,1.75,2.98
Axis Bank,Financial,45.64,3.30,2.06,2.91
State Bank of India,Financial,30.54,3.04,2.14,2.19
Bajaj Finance,Financial,48.01,2.03,0.00,2.03
Maruti Suzuki India,Automobile,32.03,3.22,1.62,1.88
Indusind Bank,Financial,22.11,2.59,1.51,1.76
Asian Paints,Chemicals,65.80,1.67,1.20,1.67
Bharti Airtel,Communication,0.00,1.71,0.91,1.47
HCL Technologies,Technology,14.95,1.44,1.20,1.24
Titan Company,Cons Durable,83.85,1.17,0.00,1.12
Mahindra & Mahindra,Automobile,12.56,2.21,1.10,1.10
Bajaj Finserv,Financial,34.74,1.08,0.00,1.08
NTPC,Energy,10.16,1.41,1.03,1.08
Nestle India,FMCG,85.62,1.04,0.00,1.04
Power Grid Corporation,Energy,7.00,1.41,0.90,0.99
Ultratech Cement,Construction,38.23,1.24,0.83,0.95
162. ICICI Prudential Nifty Low Vol 30 ETF
HDFC Bank,Financial,29.06,5.35,4.33,4.82
ITC,FMCG,24.04,4.41,2.41,4.41
Hindustan Unilever,FMCG,69.38,4.55,3.63,4.12
Larsen & Toubro,Construction,21.90,3.80,0.00,3.80
Asian Paints,Chemicals,65.80,4.35,2.87,3.72
Power Grid Corporation,Energy,7.00,4.17,3.18,3.70
Nestle India,FMCG,85.62,3.63,0.00,3.63
Infosys,Technology,17.88,3.91,2.80,3.52
Kotak Mahindra Bank,Financial,37.66,4.46,3.22,3.50
Britannia Inds.,FMCG,68.60,3.75,0.00,3.49
Tata Consultancy Services,Technology,23.99,3.85,2.81,3.42
Bajaj Auto,Automobile,18.48,3.94,2.77,3.35
Wipro,Technology,14.61,4.45,2.89,3.32
NTPC,Energy,10.16,4.34,3.00,3.26
HCL Technologies,Technology,14.95,3.84,2.74,3.23
Colgate-Palmolive,FMCG,56.99,3.77,2.64,3.19
Coal India,Energy,7.06,3.50,2.55,3.15
Tech Mahindra,Technology,16.17,3.26,2.35,3.15
Dabur India,FMCG,56.16,3.71,2.75,3.13
Marico,FMCG,43.27,3.07,0.00,3.07
HDFC,Financial,34.48,4.10,2.96,3.05
Pidilite Industries,Chemicals,70.15,3.47,2.65,3.03
Reliance Industries,Energy,21.20,3.77,2.66,3.03
Ultratech Cement,Construction,38.23,3.58,2.59,2.98
Maruti Suzuki India,Automobile,32.03,3.99,2.67,2.88
163. ICICI Prudential Nifty Next 50 ETF
SBI Life Insurance Company,Financial,81.79,4.30,0.91,4.30
HDFC Life Insurance,Financial,95.02,4.16,0.00,4.16
Godrej Consumer Products,FMCG,30.44,4.92,3.36,3.57
Dabur India,FMCG,56.16,3.95,3.21,3.47
HPCL,Energy,9.29,3.46,0.00,3.09
Shree Cement,Construction,53.02,3.70,2.70,3.09
Pidilite Industries,Chemicals,70.15,3.08,2.30,3.02
Divi's Laboratories,Healthcare,34.37,3.17,0.00,2.91
Marico,FMCG,43.27,3.01,2.50,2.79
Colgate-Palmolive,FMCG,56.99,2.74,2.07,2.74
United Spirits,FMCG,58.01,3.13,2.28,2.73
Avenue Supermarts,Services,104.46,2.71,1.95,2.71
Petronet LNG,Energy,19.10,2.95,2.46,2.68
ICICI Lombard General Insurance,Financial,55.35,2.94,0.00,2.64
Bajaj Holdings & Inv,Financial,13.59,2.66,0.00,2.51
Interglobe Aviation,Services,48.50,2.49,1.20,2.49
Shriram Transport Finance,Financial,9.39,2.66,2.05,2.47
Havells India,Engineering,55.54,2.81,2.23,2.47
Piramal Enterprises,Healthcare,16.47,3.68,2.36,2.36
Lupin,Healthcare,47.02,3.38,0.00,2.36
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,2.28,1.35,2.28
Container Corp.,Services,31.21,2.29,1.91,2.28
Aurobindo Pharma,Healthcare,10.95,3.52,2.27,2.27
Ambuja Cements,Construction,15.74,2.58,2.06,2.06
United Breweries,FMCG,69.79,2.33,0.00,2.05
164. ICICI Prudential Nifty Next 50 Index Fund
SBI Life Insurance Company,Financial,81.79,4.25,0.00,4.25
HDFC Life Insurance,Financial,95.02,4.11,0.00,4.11
Godrej Consumer Products,FMCG,30.44,4.86,2.99,3.53
Dabur India,FMCG,56.16,3.99,2.28,3.43
Shree Cement,Construction,53.02,3.87,2.05,3.12
HPCL,Energy,9.29,5.09,0.00,3.06
Pidilite Industries,Chemicals,70.15,3.08,1.52,2.99
Divi's Laboratories,Healthcare,34.37,3.18,0.00,2.88
Marico,FMCG,43.27,3.03,2.07,2.76
Colgate-Palmolive,FMCG,56.99,2.72,1.76,2.72
United Spirits,FMCG,58.01,3.14,1.38,2.70
Avenue Supermarts,Services,104.46,2.68,0.00,2.68
Petronet LNG,Energy,19.10,2.93,0.00,2.64
ICICI Lombard General Insurance,Financial,55.35,2.93,0.00,2.61
Bajaj Holdings & Inv,Financial,13.59,2.70,0.00,2.50
Interglobe Aviation,Services,48.50,2.47,0.55,2.47
Shriram Transport Finance,Financial,9.39,3.20,1.97,2.44
Havells India,Engineering,55.54,2.83,0.00,2.44
Piramal Enterprises,Healthcare,16.47,3.69,2.14,2.33
Lupin,Healthcare,47.02,3.39,0.00,2.33
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,2.26,0.00,2.26
Container Corp.,Services,31.21,2.31,1.55,2.25
Aurobindo Pharma,Healthcare,10.95,3.52,0.00,2.25
Ambuja Cements,Construction,15.74,2.58,0.00,2.03
United Breweries,FMCG,69.79,2.33,0.00,2.03
165. ICICI Prudential Nifty Next 50 Index Fund - Direct Plan
SBI Life Insurance Company,Financial,81.79,4.25,0.00,4.25
HDFC Life Insurance,Financial,95.02,4.11,0.00,4.11
Godrej Consumer Products,FMCG,30.44,4.86,2.99,3.53
Dabur India,FMCG,56.16,3.99,2.28,3.43
Shree Cement,Construction,53.02,3.87,2.05,3.12
HPCL,Energy,9.29,5.09,0.00,3.06
Pidilite Industries,Chemicals,70.15,3.08,1.52,2.99
